Lord ID,Name,Division,Alliance ID,Alliance Tag,Current Power,Power,Merits,Units Killed,Units Dead,Units Healed,T1 Kill Count,T2 Kill Count,T3 Kill Count,T4 Kill Count,T5 Kill Count,Building Power,Hero Power,Legion Power,Tech Power,Victories,Defeats,City Sieges,Scouted,Helps Given,Gold,Gold Spent,Wood,Wood Spent,Ore,Ore Spent,Mana,Mana Spent,Gems,Gems Spent,Resources Given,Resources Given Count,City Level,Faction
20497486,Wuzhang47FF,106,,,"4,78,639","4,78,639",,,,"27,233",0,0,0,0,0,"1,12,376","1,71,700","1,77,681","16,882",797,16,,,,"6,29,17,960","2,79,29,400","5,52,22,000","2,09,84,500","4,61,18,688","51,17,700",,"2,86,500",,,,,14,League of Order
20480208,7DJ5T1MFF,106,305960,WoTC,"4,70,689","4,70,689",,,,"25,564",0,0,0,0,0,"1,25,316","1,46,500","1,81,991","16,882",812,1,,,180,"5,51,36,000","2,51,83,600","6,07,77,781","2,23,85,300","4,41,55,000","55,38,200",,"3,21,000",,,,,14,League of Order
20512192,Wangzhao596FF,106,274042,FlSG,"4,63,979","4,63,979",,,,"21,846",0,0,0,0,0,"1,25,316","1,65,900","1,55,881","16,882",694,10,,,291,"4,92,82,192","2,41,86,400","5,68,59,047","2,00,91,500","3,53,19,360","57,18,200",,"4,21,000",,,,,14,League of Order
20512018,SunhuiULFF,106,274042,FlSG,"4,47,389","4,47,389",,,,"28,862",0,0,0,0,0,"1,12,376","1,66,200","1,51,931","16,882",700,133,,,257,"5,96,49,934","2,28,26,400","5,25,95,256","1,90,23,500","4,59,22,000","55,13,700",,"3,42,500",,,,,14,League of Order
20546672,PingqingXFF,106,274042,FlSG,"4,29,090","4,29,090",,,,"28,246",0,0,0,0,0,"1,12,376","1,61,200","1,38,632","16,882",599,34,,,220,"3,78,49,881","2,01,37,400","5,11,45,475","1,92,42,500","3,12,30,528","53,79,700",,"3,42,500",,,,,14,Wilderburg
5091209,Maximus cz,106,,,"4,24,164","4,24,164",,96,,102,0,0,66,30,0,"1,70,477","1,23,074","36,421","94,192",22,1,,,616,"8,840","1,28,57,200","41,940","1,28,03,800","2,210","96,93,050",,"26,60,500",,,,,14,League of Order
5113731,DROM1313,106,,,"4,03,164","4,03,164",,"6,692","2,926","30,745","4,626",973,616,63,0,"45,441","2,96,027","48,862","12,834",202,52,6,2,,,"5,86,700",,"5,36,700",,"4,69,500",,"12,000",,"4,840",,,11,Wilderburg
20546728,LingaoAKFF,106,,,"3,91,858","3,91,858",,,,"33,329",0,0,0,0,0,"79,845","1,60,200","1,34,931","16,882",591,73,,,,"4,84,80,268","1,79,47,400","4,62,63,422","1,54,01,200","1,36,06,936","35,10,000",,"1,60,000",,,,,13,Wilderburg
5061682,Monkehking,106,,,"3,82,848","3,82,848",,593,82,"4,590",541,52,0,0,0,"1,22,910","1,89,750","53,507","15,881",60,29,,2,299,,,"20,580",,,,,,,,,,14,Springwardens
5057566,UnderWater,106,,,"3,47,357","3,47,357",,,,41,0,0,0,0,0,"90,499","51,900","1,22,178","82,780",2,,,,135,"23,102",,"1,14,146",,"7,380",,,,,,,,11,League of Order
20577477,Fangtang553FF,106,274042,FlSG,"3,38,808","3,38,808",,,,"17,788",0,0,0,0,0,"79,845","1,27,400","1,14,681","16,882",499,14,,,210,"3,32,05,000","1,65,97,600","3,88,30,381","1,56,06,000","2,87,88,500","36,74,000",,"2,00,000",,,,,13,League of Order
20576502,R2HE77CWPFF,106,,,"3,24,766","3,24,801",,,,"23,964",0,0,0,0,0,"53,428","1,37,100","1,17,356","16,882",498,11,,,,"2,41,05,487","1,58,21,800","2,70,89,150","1,38,09,200","2,87,61,993","25,89,300",,"71,000",,,,,12,Wilderburg
20616015,5MI6F7DCTXJFF,106,,,"3,18,236","3,18,236",,,,"21,645",0,0,0,0,0,"53,423","1,49,000","98,931","16,882",428,16,,,,"2,12,27,503","1,30,41,400","3,69,77,547","1,14,01,200","2,14,48,734","25,89,300",,"61,000",,,,,12,Wilderburg
5114954,Krusis,106,,,"3,15,057","3,15,057",,,,"2,935",0,0,0,0,0,"42,354","2,14,124","43,199","15,380",56,15,,5,574,"6,614","4,10,900",,"3,31,800",,"2,86,250",,"48,000",,150,,,11,Wilderburg
20578818,Xueyun489FF,106,,,"3,14,894","3,14,894",,,,"17,291",0,0,0,0,0,"64,081","1,17,700","1,16,231","16,882",501,1,,,1,"2,80,81,670","1,53,07,900","3,80,43,886","1,45,82,700","2,15,23,887","29,51,000",,"97,000",,,,,12,League of Order
20578678,Huizhi972FF,106,,,"3,07,744","3,07,744",,,,"24,628",0,0,0,0,0,"64,081","1,11,400","1,15,381","16,882",495,73,,,,"3,12,96,350","1,46,64,900","3,29,51,541","1,27,19,700","2,20,17,590","29,51,000",,"96,000",,,,,12,League of Order
21550337,Udhin4,106,274042,FlSG,"3,02,751","3,02,751",31,92,,"20,826",0,0,86,6,0,"44,245","1,80,190","58,309","20,007",199,13,,,69,"95,76,000","69,63,100","84,50,348","73,28,600","81,27,000","26,05,400","15,54,000","53,000",,"5,080",,,11,League of Order
20615805,YanjieHNFF,106,,,"2,95,036","2,95,036",,,,"25,738",0,0,0,0,0,"53,423","1,26,200","98,531","16,882",425,67,,,,"3,37,75,127","1,39,18,400","2,86,63,169","1,19,80,200","88,48,259","25,89,300",,"61,000",,,,,12,Wilderburg
5077058,CKOC,106,305960,WoTC,"2,92,799","2,92,799",,"5,586","4,423","23,385","5,329",0,0,257,0,"60,884","1,61,944","52,727","17,244",46,10,,,32,,"23,59,600",,"26,20,600",,"14,25,250",,"21,500",,"4,263",,,11,League of Order
20630324,IU46MO16FF,106,,,"2,78,176","2,78,176",,,,"21,261",0,0,0,0,0,"53,423","1,21,600","86,271","16,882",380,35,,,1,"1,60,37,292","1,10,99,400","2,36,08,940","1,24,65,200","1,94,60,218","25,89,300",,"61,000",,,,,12,Wilderburg
20630363,Luolei821FF,106,,,"2,75,366","2,75,366",,,,"19,124",0,0,0,0,0,"45,453","1,22,300","90,731","16,882",377,3,,,,"1,77,81,136","1,37,33,400","2,49,37,392","1,09,07,200","1,72,18,663","23,95,800",,"35,000",,,,,11,Wilderburg
5091704,Max 2010,106,,,"2,61,079","3,55,989",,"4,617","4,835","28,403","1,977",355,"1,514",771,0,"55,082","1,71,950","23,949","10,098",52,60,,2,22,"79,587",,"21,888",,"68,820",,,,,,,,11,Wilderburg
5055173,MANDALORIANᴳᴳ,106,,,"2,57,453","2,57,953",,"41,869",,"36,018","32,642","7,081","2,146",0,0,"44,981","1,71,050","31,521","9,901",130,36,,1,987,"1,870",,"48,189",,,,,,,,,,11,League of Order
20646866,WeihuangGNEFF,106,,,"2,40,731","2,40,731",,,,"15,824",0,0,0,0,0,"39,274","1,05,500","79,075","16,882",317,27,,,,"1,49,31,294","1,16,33,000","2,03,81,915","94,09,800","1,35,56,600","21,71,100",,"22,000",,,,,11,League of Order
20646837,YanglinSCGBFF,106,,,"2,38,439","2,38,439",,,,"16,630",0,0,0,0,0,"40,476","99,900","81,181","16,882",319,45,,,,"2,03,37,279","1,43,70,900","2,09,97,692","99,18,700","1,95,31,740","21,93,800",,"22,500",,,,,11,League of Order
20647304,GSWSM9FF,106,,,"2,38,223","2,38,223",,,,"26,158",0,0,0,0,0,"35,410","1,08,300","77,631","16,882",317,91,,,1,"1,35,72,577","1,15,31,900","1,89,53,518","91,73,700","1,20,69,116","19,87,300",,"12,500",,,,,11,Wilderburg
20660956,LiliuQVFF,106,,,"2,34,306","2,34,306",,,,"11,979",0,0,0,0,0,"36,773","1,11,300","69,351","16,882",267,22,,,,"1,29,91,100","1,00,90,600","2,09,03,623","89,53,000","1,06,40,334","20,56,300",,"14,500",,,,,11,League of Order
20659532,Zhizhao766FF,106,,,"2,19,321","2,19,321",,,,"11,596",0,0,0,0,0,"34,508","95,200","72,731","16,882",276,3,,,,"1,54,50,000","98,51,800","1,35,60,609","81,49,600","1,28,21,950","19,40,700",,"12,500",,,,,11,League of Order
5110019,EgirlRabuda,106,305960,WoTC,"2,18,621","2,29,218",,"1,764","2,469","10,799",34,"1,080",650,0,0,"45,631","1,46,800","24,826","1,364",43,7,,,49,"55,447","3,81,900",,"3,09,800",,"2,97,000",,"19,500",,,,,11,Springwardens
5118814,Musashi Sama,106,,,"2,07,571","2,57,561",,"3,853","3,432","25,325",135,"1,417","2,022",279,0,"41,394","1,04,650","43,293","18,234",106,34,,1,196,"1,94,423",,"6,79,565",,"27,500",,,,,,,,11,League of Order
20672208,HuangweiSDFF,106,,,"2,01,936","2,01,936",,,,"18,566",0,0,0,0,0,"33,173","89,100","62,781","16,882",224,53,,,,"1,32,54,539","87,30,200","87,93,680","82,58,100","93,04,895","18,84,900",,"12,500",,,,,11,Wilderburg
5149299,Fürst5149299,106,,,"1,78,901","1,78,901",,"4,929","2,504","2,645","2,400",0,170,0,0,"42,318","1,30,100","4,891","1,592",30,50,14,1,105,320,"5,05,200","4,538","5,20,700",,"2,99,200",,"17,500",,"1,461",,,11,Wilderburg
20662946,E36FHHFF,106,274042,FlSG,"1,78,249","1,78,249",,,,"13,138",0,0,0,0,0,"38,586","55,500","67,281","16,882",262,1,,,154,"1,75,42,612","1,03,46,900","1,15,66,016","85,59,700","1,28,34,821","21,94,800",,"32,000",,,,,11,Wilderburg
20769342,LWS8FD9H,106,,,"1,61,140","1,61,140",,,,"7,606",0,0,0,0,0,"22,280","82,200","42,341","14,319",176,3,,,,"65,00,350","74,23,400","76,45,000","58,48,400","55,30,535","14,79,400",,,,,,,10,League of Order
5082498,Kral buz,106,,,"1,59,369","1,59,369",,148,169,"1,800",56,92,0,0,0,"30,026","1,23,044","6,243",56,26,5,,,10,"7,700","3,70,000",,"3,90,000",,"2,49,000",,,,846,,,10,League of Order
5084141,Paititi,106,,,"1,55,626","1,55,626",,,,84,0,0,0,0,0,"3,770","28,800","1,21,688","1,368",3,,,,,,,,,,,,,,,,,6,Wilderburg
5089942,Luna11212,106,,,"1,52,029","1,52,029",,,,87,0,0,0,0,0,"13,271","84,450","54,135",173,8,,,,223,"1,00,404","27,88,800","1,40,015","28,04,700",,"3,05,000",,,,"3,906",,,8,Springwardens
5062364,Mathis4,106,305960,WoTC,"1,47,080","1,47,080",,,,"1,921",0,0,0,0,0,"15,812","1,02,500","18,662","10,106",20,8,,,45,,"14,94,000",,"17,04,500","3,963","7,93,000",,,,957,,,9,Wilderburg
20751138,FengtaoM,106,,,"1,47,057","1,47,057",,,,"12,893",0,0,0,0,0,"20,444","70,000","42,911","13,702",196,30,,,,"65,59,848","56,74,900","31,11,231","55,23,500","96,16,618","13,59,000",,,,,,,10,Wilderburg
20771400,3LROX1KD,106,,,"1,43,466","1,43,466",,,,"11,155",0,0,0,0,0,"19,873","77,200","33,302","13,091",141,124,,,,"57,18,700","48,57,500","47,88,000","44,74,400","22,04,636","13,25,800",,,,,,,10,League of Order
20788625,ATKVVWZO,106,,,"1,42,714","1,42,714",,,,"6,101",0,0,0,0,0,"19,873","75,700","35,471","11,670",138,2,,,,"30,36,936","65,03,000","52,72,737","50,39,900","42,99,000","12,77,800",,,,,,,10,League of Order
5117889,chuulgan,106,,,"1,38,805","1,38,805",,524,,"1,032",0,0,0,0,0,"8,205","1,15,724","12,400","2,476",34,2,,2,105,"32,215","4,40,300",,"4,50,100","12,000","2,06,600",,,,150,,,8,Wilderburg
20769341,3SZMOSF7HJC,106,,,"1,38,624","1,38,624",,,,"16,308",0,0,0,0,0,"19,873","73,600","33,481","11,670",169,87,,,,"39,18,000","54,02,500","63,62,114","50,02,400","72,09,349","12,77,800",,,,,,,10,League of Order
20789502,Xianing42,106,,,"1,36,419","1,36,419",,,,"10,621",0,0,0,0,0,"19,873","75,500","28,431","12,615",136,34,,,,"33,10,271","52,31,000","29,18,059","40,15,900","51,17,910","13,00,300",,,,,,,10,Wilderburg
5056422,Лорд5056422,106,,,"1,35,278","1,51,994",,"23,664","10,227","29,107","13,189",565,0,229,0,"31,029","99,650","4,487",112,73,169,63,1,682,"1,03,569","29,700","62,339","31,800",,"22,400",,,,,,,10,Wilderburg
5106120,Penguasa5106120,106,,,"1,32,169","1,32,169",,419,216,680,347,0,0,72,0,"18,112","98,900","14,835",322,21,3,,,3,,"1,14,600",,"1,10,600",,"7,500",,,,600,,,9,League of Order
5091481,Lord Luna,106,,,"1,29,622","1,29,622",,404,,437,0,0,0,0,0,"17,622","87,844","14,609","9,547",32,14,,1,54,"18,920","20,31,100","10,766","19,85,400",,"8,10,900",,,,"2,112",,,9,League of Order
5072764,Dukers kingdome,106,,,"1,28,434","1,28,434",,"3,262","1,319","6,248","2,378",884,0,0,0,"2,975","1,16,100","9,042",317,42,29,,2,93,"9,900","74,865","7,52,309","73,865",,"25,000",,,,,,,6,Wilderburg
20787388,O6Q6461VO,106,,,"1,27,646","1,27,646",,,,"7,719",0,0,0,0,0,"15,444","72,500","28,861","10,841",142,3,,,,"62,16,711","39,35,900","57,90,854","43,05,000","20,28,688","11,70,800",,,,,,,9,Wilderburg
20786194,FYHH3L,106,,,"1,23,015","1,23,015",,,,"9,378",0,0,0,0,0,"19,873","63,200","29,101","10,841",142,58,,,,"51,56,496","56,44,500","41,82,719","50,20,400","37,63,000","12,59,800",,,,,,,10,League of Order
20703421,Liuli283FF,106,,,"1,17,919","1,17,919",,,,"13,338",0,0,0,0,0,"19,873","65,400","22,101","10,545",117,75,,,,"22,41,000","51,92,700","55,04,946","39,75,200","33,28,850","12,44,800",,,,,,,10,League of Order
20786330,WQGCB3,106,,,"1,17,789","1,17,789",,,,"17,597",0,0,0,0,0,"19,873","53,400","31,721","12,795",139,187,,,,"22,34,000","49,13,500","42,64,174","48,25,400","25,51,500","13,10,800",,,,,,,10,League of Order
5096968,MoNoLisZa,106,,,"1,12,490","1,12,490",,,,947,0,0,0,0,0,"5,014","1,00,094","6,659",723,22,3,,,17,"25,300",,"21,620",,,,,,,,,,7,Wilderburg
5055710,min11,106,,,"1,07,259","1,07,259",,"2,542",717,562,"2,301",241,0,0,0,"10,981","87,024","8,493",761,14,3,,,42,,"5,68,300",,"5,62,700",,"2,42,000",,,,,,,9,Wilderburg
20797137,Sunjie528,106,,,"1,06,191","1,06,191",,,,"6,665",0,0,0,0,0,"15,444","65,500","15,531","9,716",116,,,,,"20,16,000","41,47,500","10,74,041","34,02,400","44,45,871","11,37,800",,,,,,,9,Wilderburg
20797160,LiangchenRA,106,,,"1,05,570","1,05,570",,,,"5,034",0,0,0,0,0,"15,444","53,100","26,481","10,545",114,2,,,,"59,38,302","47,40,000","35,71,010","40,11,900","11,96,000","11,55,800",,,,,,,9,League of Order
20796968,Huizhao447,106,,,"99,737","99,737",,,,"12,850",0,0,0,0,0,"13,753","53,200","22,511","10,273",121,76,,,,"38,63,400","42,11,800","23,69,700","35,06,700","24,84,512","10,51,500",,,,,,,9,Wilderburg
5123947,Лорд5123947,106,,,"98,864","1,01,608",,,,235,0,0,0,0,0,"6,121","80,700","9,941","2,102",10,5,,,,,,,,"34,020",,,,,,,,7,Wilderburg
20978284,HLLG9J,106,,,"97,227","97,227",,,,"3,298",0,0,0,0,0,"11,850","59,700","17,421","8,256",52,5,,,,"14,03,840","26,03,100","18,47,670","31,51,600","4,20,000","9,73,500",,,,,,,9,Wilderburg
20732327,6TKJTQFF,106,,,"96,177","96,177",,,,"4,267",0,0,0,0,0,"11,850","57,300","17,311","9,716",83,8,,,,"12,70,931","34,59,700","34,78,000","47,19,600","22,51,000","10,06,500",,,,,,,9,League of Order
5046967,ПитБреД,106,,,"96,096","99,794",,,,"1,065",0,0,0,0,0,"3,219","73,600","16,122","3,155",61,12,,,346,"24,570",,"37,960","50,000","1,52,178",,,,,,,,6,Wilderburg
5107571,Askelad666,106,,,"95,092","95,092",,,,279,0,0,0,0,0,"1,695","88,200","5,141",56,24,,,,72,,,,,,,,,,,,,5,Springwardens
5048839,Lord5048839,106,,,"94,105","94,105",,"1,530",,"3,446","1,520",0,0,10,0,"3,211","80,350","9,229","1,315",21,29,,5,60,"59,699","2,16,100","60,845","2,25,400","5,280","30,100",,,,916,,,6,League of Order
20962478,BMTI96,106,274042,FlSG,"91,627","91,627",,,,"2,257",0,0,0,0,0,"11,850","55,800","15,721","8,256",56,1,,,21,"18,40,350","43,99,100","13,76,000","28,33,600","13,99,527","9,73,500",,"28,000",,,,,9,League of Order
20958047,Hezhang723,106,,,"89,390","89,390",,,,"4,013",0,0,0,0,0,"9,052","51,800","20,671","7,867",65,3,,,,,"27,76,600","29,45,528","29,19,100","13,06,000","8,34,300",,,,,,,8,Wilderburg
21001208,FengyanDRO,106,,,"88,777","88,777",,,,"7,812",0,0,0,0,0,"11,850","48,000","20,671","8,256",63,44,,,,"27,82,553","42,74,900","29,44,148","33,51,800","5,72,000","9,73,500",,,,,,,9,League of Order
5061515,Tanyussshhhaaa,106,,,"87,214","95,192",,,,811,0,0,0,0,0,"6,580","63,200","14,299","3,135",35,1,,,224,"62,200",,"1,24,400",,"67,000",,,,,,,,7,Wilderburg
20717045,8VMPG406MVW7FF,106,,,"86,538","86,538",,,,"6,374",0,0,0,0,0,"11,850","51,600","15,571","7,517",79,71,,,,"18,42,000","29,86,700","29,77,864","33,11,600","18,11,000","8,61,000",,,,,,,9,League of Order
5103427,Thinkpad,106,,,"86,432","88,797",,,,250,0,0,0,0,0,"4,215","72,500","8,587","1,130",19,3,,,47,"29,587","1,300",,"1,300",,,,,,,,,7,Wilderburg
5104269,Lord5104269,106,,,"85,750","85,750",,189,,475,0,0,0,0,0,"14,514","64,050","6,442",744,12,3,,,11,,"3,44,700",,"3,39,700",,"2,04,700",,,,532,,,9,Wilderburg
20962229,Gaoxie975,106,,,"85,607","85,607",,,,"8,639",0,0,0,0,0,"11,850","48,000","17,501","8,256",57,51,,,,"10,08,000","27,75,300","8,44,088","28,95,400","11,44,080","9,73,500",,,,,,,9,League of Order
5123654,Sir Bryce,106,,,"82,811","82,811",,,,183,0,0,0,0,0,"12,963","60,750","8,541",557,10,1,,,,,"2,36,000",,"2,30,300",,"1,09,100",,,,,,,9,Wilderburg
5043020,The ruler1234,106,,,"82,717","89,221",,"3,888",875,"3,717","3,170",503,83,132,0,"4,009","72,600","5,637",471,57,23,,1,90,,,,,,,,,,,,,7,Wilderburg
20978415,XiayanPHQ,106,,,"80,726","80,726",,,,"2,994",0,0,0,0,0,"9,052","49,400","17,041","5,233",59,5,,,,"13,40,000","33,17,300",,"26,75,800","16,32,900","6,31,800",,,,,,,8,Wilderburg
20963536,AYTGJZ3HA5ZP,106,,,"80,685","80,685",,,,"3,268",0,0,0,0,0,"7,873","47,400","17,156","8,256",57,5,,,,"6,70,000","29,68,400","26,49,727","26,20,400","7,87,350","8,64,400",,,,,,,8,Wilderburg
5100813,Seigneur5100813,106,,,"70,774","70,774",,251,,424,0,0,0,0,0,"9,038","52,300","4,862","4,574",18,1,,,37,,"5,24,300","4,446","5,35,900",,"2,78,100",,,,"2,496",,,8,Wilderburg
20737527,NingwangDO,106,,,"68,666","68,666",,,,"11,897",0,0,0,0,0,"9,052","41,600","12,781","5,233",48,114,,,,"10,78,858","30,20,400","19,36,680","18,76,300",,"6,31,800",,,,,,,8,Wilderburg
20841802,Wanghe655,106,,,"66,939","66,939",,,,"2,355",0,0,0,0,0,"9,052","45,400","7,981","4,506",68,,,,,"12,49,000","22,82,400","6,16,000","15,61,300","15,38,150","5,86,800",,,,,,,8,League of Order
5098501,ДИМА,106,,,"62,785","62,785",,478,256,238,0,0,0,0,0,"4,314","53,300","5,166",5,11,3,,,,"4,018","41,900",,"73,300",,,,,,,,,7,Wilderburg
20855043,Zhiyan143,106,,,"58,847","58,847",,,,"1,199",0,0,0,0,0,"11,850","33,800","8,581","4,616",51,,,,,,"16,01,200","6,30,350","17,30,100","10,77,161","6,51,000",,,,,,,9,League of Order
5102885,huttfacr,106,,,"58,296","62,296",,,,514,0,0,0,0,0,"1,982","48,700","7,497",117,26,2,,,,"32,598",,"49,140",,,,,,,,,,5,Wilderburg
20812525,YunliG,106,,,"57,180","57,180",,,,"3,033",0,0,0,0,0,"7,873","37,500","7,191","4,616",34,39,,,,,"13,62,500","3,30,000","13,87,900","7,91,350","5,41,900",,,,,,,8,League of Order
5085241,Лорд5085241,106,,,"53,363","53,363",,473,159,372,423,50,0,0,0,"1,146","48,000","4,217",,15,3,,,,"3,78,000","54,800",122,"57,600",,"6,500",,,,42,,,5,Wilderburg
5157596,Raddish,106,,,"51,190","51,190",,,,92,0,0,0,0,0,"7,689","29,850","11,850","1,801",7,,,,91,"1,02,222",,"74,752",,,,,,,,,,8,Springwardens
5068488,Seigneur5068488,106,305960,WoTC,"51,119","54,119",,,,238,0,0,0,0,0,"1,112","45,900","4,107",,15,2,,,2,,,"4,350",,,,,,,,,,5,Wilderburg
5067459,windowl,106,,,"50,585","50,585",,,,32,0,0,0,0,0,557,"45,200","4,772",56,7,,,,,,"11,800",,"11,800",,"3,500",,,,55,,,4,Springwardens
20856758,6HF5DK5OB96S,106,,,"49,609","49,609",,,,793,0,0,0,0,0,"7,873","34,200","5,301","2,235",56,,,,,"2,00,000","10,85,200","7,75,799","15,20,200","5,59,450","4,06,900",,,,,,,8,Wilderburg
5133899,Lord5133899,106,,,"48,561","59,406",,"1,873",644,153,"1,651",222,0,0,0,"4,148","44,100",,313,10,23,,,,,,,,,,,,,,,,7,Wilderburg
5144810,Lord5144810,106,,,"47,914","47,914",,301,52,61,0,0,0,0,0,"1,304","45,000","1,610",,6,16,,,,,,,,,,,,,,,,5,Wilderburg
21001144,Leihao800,106,,,"47,430","47,430",,,,"7,159",0,0,0,0,0,"6,014","27,000","12,181","2,235",71,24,,,,"2,20,000","17,58,300",,"16,99,900","10,87,000","3,16,100",,,,,,,7,Wilderburg
5084158,Лорд5084158,106,,,"41,954","41,954",,,,38,0,0,0,0,0,885,"37,100","3,969",,2,,,,,,"33,200",,"29,800",,,,,,,,,4,League of Order
6462108,Seson2RU,106,,,"38,847","38,847",,96,113,"1,008",0,92,4,0,0,"3,939","33,900","1,008",,,1,,,1,,,,,,,,,,,,,7,Wilderburg
5082320,Lord5082320,106,,,"38,558","38,559",,,,20,0,0,0,0,0,"3,599","30,800","4,159",,4,,,,9,,"91,000",,"86,500",,"46,800",,,,178,,,7,League of Order
5105512,Lord5105512,106,,,"38,008","38,008",,,,21,0,0,0,0,0,839,"32,900","4,213",56,3,,,,12,,,,,,,,,,,,,4,Springwardens
5152565,Лорд5152565,106,,,"34,893","34,893",,,,79,0,0,0,0,0,569,"30,900","3,368",56,7,1,,,,,,"7,015",,,,,,,,,,4,Wilderburg
5091066,Lorde5091066,106,,,"34,689","34,690",,,,28,0,0,0,0,0,817,"29,600","4,272",,4,,,,,,"19,800",,"18,300",,"3,500",,,,,,,4,League of Order
5123346,Lorde5123346,106,,,"34,114","34,114",,,,29,0,0,0,0,0,742,"31,750","1,622",,3,,,,7,"1,26,000",,,,,,,,,,,,4,Springwardens
20950619,Lord20950619,106,,,"31,601","31,601",,,,911,0,0,0,0,0,"4,425","20,800","4,731","1,645",29,2,,,,,"7,19,200",,"6,71,000",,"2,21,600",,,,,,,7,League of Order
5111904,Br1ce,106,,,"30,702","30,702",,,,68,0,0,0,0,0,952,"24,700","5,045",5,6,,,,3,,"5,800",,"5,800",,,,,,,,,5,Springwardens
5129235,Лорд5129235,106,,,"30,041","30,041",,,,17,0,0,0,0,0,443,"25,800","3,742",56,2,1,,,,,,,,,,,,,,,,3,Springwardens
5049021,Lord5049021,106,,,"27,707","27,707",,,,289,0,0,0,0,0,382,"26,250","1,075",,6,7,,1,,"9,653",,"3,517",,,,,,,,,,3,Wilderburg
5105701,Signore5105701,106,,,"25,098","25,098",,,,125,0,0,0,0,0,"1,078","21,800","2,220",,,2,,,,"17,316","31,300",,"31,300",,,,,,,,,4,Wilderburg
5070077,Lord5070077,106,,,"20,394","20,394",,,,,0,0,0,0,0,"4,139","14,600","1,655",,16,12,,,9,"1,811","1,92,200","2,044","1,88,700",,"58,800",,,,908,,,7,League of Order
5069921,النبيل5069921,106,,,"20,127","20,127",,,,20,0,0,0,0,0,667,"15,500","3,960",,3,,,,,,"13,000",,,,,,,,,,,4,Wilderburg
5129590,Lord5129590,106,,,"15,568","15,568",,,,,0,0,0,0,0,417,"13,450","1,701",,,,,,,,"7,100",,"7,200",,,,,,,,,3,Springwardens
5076651,Lord5076651,106,,,"13,976","13,976",,,,,0,0,0,0,0,"1,635","9,900","2,441",,,,,,5,"11,340","94,600",,"99,700",,"10,000",,,,,,,5,Springwardens
21527905,Lord21527905,106,,,"11,236","11,236",,,,,0,0,0,0,0,436,"4,100","6,700",,,,,,,"2,70,000","3,15,900",,"2,62,700",,"3,500",,,,,,,4,Wilderburg
5039733,Lord5039733,106,,,"10,208","11,214",,447,107,,291,156,0,0,0,494,"9,600",114,,,2,,,,,,,,,,,,,,,,3,Wilderburg
21667096,Lord21667096,106,,,"9,736","9,736",,,,,0,0,0,0,0,236,"5,800","3,700",,,,,,,,"1,31,500",,"1,12,200",,"3,500",,,,,,,4,Wilderburg
21529751,Lord21529751,106,,,"9,336","9,336",,,,,0,0,0,0,0,436,"4,100","4,800",,,,,,,,"2,11,300",,"1,77,300",,"3,500",,,,,,,4,Wilderburg
21679949,Lord21679949,106,,,"9,056","9,056",,,,,0,0,0,0,0,236,"5,800","3,020",,,,,,,,"91,900",,"79,800",,"3,500",,,,,,,4,Wilderburg
5062248,Лорд5062248,106,,,"9,045","9,045",,,,,0,0,0,0,0,724,"5,200","3,121",,,,,,,,"39,900",,"43,900",,"3,500",,,,,,,4,Wilderburg
21681336,Lord21681336,106,,,"9,036","9,036",,,,,0,0,0,0,0,236,"5,800","3,000",,,,,,,,"91,900",,"79,800",,"3,500",,,,,,,4,Wilderburg
21667863,Lord21667863,106,,,"9,016","9,016",,,,,0,0,0,0,0,236,"5,800","2,980",,,,,,,,"90,700",,"79,000",,"3,500",,,,,,,4,Wilderburg
21492225,Lord21492225,106,,,"8,996","8,996",,,,,0,0,0,0,0,436,"4,100","4,460",,,,,,,"2,70,000","1,92,500","4,86,000","1,62,100","5,67,000","3,500",,,,,,,4,Wilderburg
21492913,Lord21492913,106,,,"8,396","8,396",,,,,0,0,0,0,0,436,"4,100","3,860",,,,,,,,"1,59,500","5,94,000","1,35,100","2,70,000","3,500",,,,,,,4,Wilderburg
5067533,Лорд5067533,106,,,"7,148","9,829",,,,21,0,0,0,0,0,506,"5,000","1,642",,3,,,,,,200,,500,,,,,,,,,3,League of Order
21511248,Lord21511248,106,,,"5,060","5,060",,,,,0,0,0,0,0,360,"4,100",600,,,,,,,,"7,000",,"7,000",,,,,,,,,3,Wilderburg
17846428,领主17846428,106,,,"5,000","5,000",,,,,0,0,0,0,0,300,"4,100",600,,,,,,,,,,,,,,,,,,,1,League of Order
17912593,Seigneur17912593,106,,,"5,000","5,000",,,,,0,0,0,0,0,300,"4,100",600,,,,,,,,,,,,,,,,,,,1,League of Order
17867818,Lord17867818,106,,,"5,000","5,000",,,,,0,0,0,0,0,300,"4,100",600,,,,,,,,,,,,,,,,,,,1,Wilderburg
